Key,Value
194025746,Gutshof Königstreu
195074380,Alt-Elyzynstatt
196122967,Gromloth-Horst
197171552,Zitadelle von Rodistair
198221021,Wirtshaus Zum Purpurnen Vogel
199269607,Hohlhaupt
200318222,Langfort
201366803,Bockenhauspfalz
202415434,Schrein von Jephre
203464876,Herdschwing-Plantage
204513481,Gasthaus Zu Fuchs und Gnom
205562060,Falkfurt-Friedhof
206610652,Gutshof Uriganger
207659256,Falkfeldstatt
208707840,Gaeranger-Gewölbe
209756431,Osthaupt
210805029,Herdli-Gräberfeld
211853610,Yromstein-Anwesen
212903055,Gothfelden
213951633,Bauernhof der Alten Ysyrrya
215000248,Meisterhart-Gräberfeld
216048839,Maras Furchtsame Seele
217098375,Moorhauspfalz
218146972,Herdfurthall
219195601,Galgleig
220244197,Königsanger-Obstgarten
221292780,Burg von Meisterhart
222341380,Grünschwing-Gehöft
223390821,Schenke Zu Luchs und Kerker
224439400,Herdlist-Friedhof
225488021,Neuwerth
226536599,Wirtshaus Zum Weißen Hund
227585193,Grauwid
228633796,Bockenanger-Gehöft
229682391,Grauau
230730985,Bockenhart-Plantage
231780420,Burkkratenheide
232828998,Grimmfalter
233877578,Aschschmied-Obstgarten
234926179,Grolerker
235974758,Herberge Zu Fledermaus und Skorpion
237023362,Schenke Zu Fledermaus und Stachelschwein
238071993,Zusammenkunft der Gwynona
239120597,Dagirrock-Netz
240170119,Gaerlist-Gerichtshof
241218698,Divad-Monument
242267288,Herberge Zu Maulwurf und Murmeltier
243315894,Gaerfelden-Friedhof
244365360,Alt-Lysyrryastatt
245413944,Kathtor
246462525,Meisterschwing-Plantage
247511103,Wehrtreu
248559719,Wehrbergen
249608297,Osttreu
250656890,Wirtshaus Zum Güldnen Dachs
251706379,Aschanger-Gehöft
252754972,Galgmüh
253803564,Bockenschwing-Friedhof
254852154,Maras Singendes Relikt
255900744,Wirtshaus Zu Maulwurf und Igel
256949323,Schenke Zu Knappen und Jägersmann
257997901,Krummtal
259046512,Kupfli-Schuppen
260095119,Quelltürm
261144543,Meisterfurt-Gräberfeld
262193136,Waldtreuhall
263241753,Yromheim-Gehöft
264290371,Nordmoor
265338954,Oxenthalhain
266387542,Wirtshaus Zum Schwarzen Kitz
267436123,Maras Sanfter Seher
268485622,Grünanger-Schuppen
269534202,Krummwid
270582790,Kreuzweg
271631368,Strenners Zuflucht
272679964,Meisterhauspfalz
273728544,Gwynara-Kabale
274777124,Maras Gesegnete Wiedergeburt
275825721,Kupfli-Anwesen
276874321,Dyrfelden-Münster
277922916,Grimmmüh
278972388,Schrein von Bandi
280021006,Moromulonhall
281069604,Meistersteinstatt
282118183,Aldweg
283166761,Bauernhof der Alten Chrystolda
284215361,Ruinen des alten Urigheim-Schuppens
285264802,Wehrleig
286313399,Ruinen des Herdlist-Anwesens
287361978,Westwerth
288410575,Königsstein-Krypten
289459164,Moorfeld-Gräberfeld
290507746,Maras Ewige Wiedergeburt
291556324,Urigtreupfalz
292604904,Westwid
293653492,Maras Gesegnetes Licht
294702074,Waldfelden-Grabstätten
295750666,Alt-Evelonastatt
296799257,Bockentreu-Anwesen
297848743,Aldingtor
298897331,Schloss Yromfelden
299945913,Dispebithullah-Münster
300994491,Turm von Perastyr
302043098,Urigli-Gehöft
303091721,Feste von Kupffelden
304141177,Maras Weinender Seher
305189780,Waldtreu-Gräberfeld
306238366,Fraternität von Demogither
307286953,Bauernhof der Alten Lysolda
308335544,Meisterfelden-Gräberfeld
309384135,Kupflist-Anwesen
310432731,Waldheim-Grabstätten
311481318,Maras Stilles Orakel
312530773,Gutshof Uriglist
313579356,Arkenbrüggewald
314627953,Moorfurt-Gehöft
315676558,Morgyna-Kultstätte
316725145,Arkenbet
317773752,Kupflist-Gehöft
318822343,Uriglist-Obstgarten
319870929,Ruinen der Aschangerpfalz
320919511,Alte Barbyn-Hütte
321968978,Yromhaus-Gehöft
323017605,Kerngrat
324066231,Herdheim-Gerichtshof
325114813,Hohlkester
326164303,Maras Stille Dämmerung
327212890,Herberge Zu Maulwurf und Vogel
328261492,Wehrkester
329310095,Gaerschmied-Anwesen
330358682,Maras Steter Altar
331407285,Grabstätten von Falkhaus
332456740,Wirtshaus Zur Glücklichen Katze
333505348,Urigschwinghall
334553928,Breittürm
335602530,Wirtshaus Zum Purpurnen Dachs
336651114,Ruinen des Uriganger-Obstgartens
337699692,Langmor
338748274,Schenke Zu Ratte und Katze
339796852,Herberge Zum Roten Gnom
340845450,Kirchtürm
341894032,Mittfort
342942619,Burg von Moorfelden
343992106,Feste von Meisterli
345040691,Aschschmied-Hütte
346089303,Dispoth-Münster
347137910,Schuppen der Alten Belladausa
348186490,Gasthaus Zu Zwerg und Schloss
349235956,Herberge Zu Luchs und Schloss
350284550,Herrenhaus von Meistertreu
351333149,Gaerfurthall
352381753,Morgynas Hexenzirkel
353430332,Aldingbürg
354478934,Herdlist-Plantage
355527513,Vannayne-Kabale
356576115,Maras Innerer Altar
357625573,Ruinen des Gaersteinturms
358674164,Kreuzfalter
359722748,Schenke Zum Wilden Skorpion
360771346,Krypten von Kupfheim
361819945,Kreuzwald
362868525,Burkfalter
363917141,Burkburg
364965721,Krypten von Urigfeld
366015174,Maras Stilles Relikt
367063767,Grimmthal
368112363,Kernkraten
369160997,Schenke Zu Feder und Oger
370209577,Herberge Zu Löwen und Dschinn
371258167,Elyzolda-Sammelstätte
372307636,Yromfeld-Plantage
373356235,Herdli-Anwesen
374404814,Belbrunn
375453417,Gutshof Königshaus
376502015,Risstor
377550594,Gasthaus Zu Maulwurf und Grube
378599177,Wirtshaus Zum Roten Schädel
379647781,Schenke Zum Fliegenden Gauner
380697240,Moorheimhall
381745889,Taverne Zu Feder und Katze
382794477,Ostanger
383843060,Grünschwing-Gerichtshof
384891638,Maras Sanfter Prophet
385941117,Ruinen von Alt-Belladoryastatt
386989732,Maras Innere Wiedergeburt
388038322,Urigschmied-Obstgarten
389086917,Quellweg
390135504,Gutshof Waldlist
391184082,Gasthaus Zum Schmutzigen Gauner
392232700,Steingrab des Vladomaus
393282175,Bauernhof der Alten Elara
394330756,Aschstein-Friedhof
395379336,Herdlist-Anwesen
396427932,Galgbergen
397477467,Meisterfeldenstatt
145840,Gasthaus Zum Rostroten Igel
1194422,Kupfheim-Gehöft
2243003,Kupfanger-Obstgarten
3293566,Kupflipfalz
4342144,Möhrmarkt
5390731,Grünschmied-Anwesen
6440282,Herdschwings Feste
7488874,Arkendorf
8538426,Wirtshaus Zum Toten Dschinn
9587006,Bockenhaus-Anwesen
10635589,Schloss Aschli
11684169,Gaerschwing-Plantage
12732749,Ypstürm
13781339,Yromheimstatt
14832862,Moorlistpfalz
15881480,Herberge Zum Weißen Jägersmann
16931046,Hochtalend
17979624,Aschstein-Anwesen
19029173,Gaerschwing-Anwesen
20077758,Kupfstein-Friedhof
21126345,Yromli-Gehöft
22174943,Kirchwaldfeld
23224481,Riesbrunn
24273066,Herdschwing-Plantage
25321659,Moorheim-Friedhof
26371197,Schenke Zur Weißen Ziege
27419776,Dyrtreufeld
28468355,Uriglist-Hütte
29516944,Falkanger-Hütte
30565525,Dibellas Sanftes Relikt
31614104,Schuppen der Alten Gwynausa
32662687,Schrein von Jode
33711270,Bockenhaus-Gehöft
34760803,Königsheim-Friedhof
35809394,Kernkester
36857986,Hohlthal
37906578,Neuwid
38956133,Krummfurt
40004726,Bauernhof der Alten Vannorya
41053304,Gothmuld
42102844,Kupfhart-Gehöft
43151425,Dibellas Inneres Götterbild
44200008,Graufelden
45248586,Aschanger-Gerichtshof
46297169,Königsschmied-Friedhof
47345748,Meisterhart-Anwesen
48394341,Schwarzheim
49443871,Kupftreu-Gehöft
50493453,Turm von Meisterli
51542045,Langhopengarten
52591627,Waldstein-Gehöft
53641177,Krypten von Gaerhart
54689763,Belladyna-Kultstätte
55738344,Ypswerth
56786925,Falkhart-Grabanlage
57835503,Tonnwies
58884086,Ruinen von Alt-Ysyrryas Schuppen
59932669,Schrein für Jode
60982207,Oxenleck
62030797,Bauernhof der Alten Chrystyna
63080365,Dibellas Seliges Götterbild
64128971,Falkli-Plantage
65178520,Wirtshaus Zum Glücklosen Greifen
66227106,Taverne Zu Feder und Hund
67275685,Königsfurt-Gehöft
68325269,Gaerschwing-Gehöft
69374825,Urigtreu-Gerichtshof
70423410,Falkschmied-Blockhütte
71472005,Falkstein-Anwesen
72520590,Tonnanger
73571137,Bauernhof der Alten Chrystona
74620716,Arkenhopen-Münster
75669308,Hochtürm
76717889,Schenke Zum Fliegenden Wolf
77767427,Krypta des Morivulon
78816047,Kupflist-Krypten
79865618,Bockenli-Anwesen
80915155,Hochwerkgmünd
81963733,Wirtshaus Zur Glücklichen Fee
83012312,Arkenbruch
84060894,Dyrbürg
85110472,Krypten von Yromschmied
86159051,Reliquiar von Raen
87207637,Gasthaus Zu Maulwurf und Schwert
88256225,Waldtreu-Turm
89305787,Neufurtwald
90355341,Herberge Zum Schmutzigen Kerker
91403922,Aschheim-Obstgarten
92452510,Dibellas Singendes Orakel
93502081,Schenke Zum Rostroten Kitz
94551664,Kupffurt-Friedhof
95600254,Waldlist-Gehöft
96649796,Galgwid
97698400,Chrystonas Hexenzirkel
98746985,Morirdoth
99795567,Königshart-Blockhütte
100845096,Wirtshaus Zum Silbernen Igel
101893696,Dibellas Furchtsamer Altar
102942284,Ruinen der Urigfeldenpfalz
103991826,Tricerlath
105040406,Krummfalter
106088989,Ruinen des alten Königsanger-Schuppens
107138592,Krummmuld
108188128,Dibellas Ewiger Aufstieg
109236715,Neubergen
110285299,Moortreu-Plantage
111333883,Herberge Zum Dürstenden Dachs
112382476,Alte Evelyrrya-Hütte
113432014,Schenke Zum Wilden Humpen
114480592,Bauernhof der Alten Morgorya
115529207,Ypsheim
116578766,Gaerlist-Gehöft
117627347,Gasthaus Zum Rostroten Dschinn
118676892,Dibellas Steter Altar
119725471,Menevien
120774054,Kupfli-Gehöft
121822636,Kupflisthall
122871232,Königsschwings Wacht
123919811,Bockenfurt-Gehöft
124969355,Langbergen-Senke
126017943,Yromanger-Anwesen
127066521,Langfurt
128116109,Falkstein-Grabstätten
129165655,Gothhaupt
130214234,Gasthaus Zu Maulwurf und Schädel
131262818,Dibellas Sanfte Dämmerung
132311403,Dibellas Heiliges Omen
133360947,Bauernhof der Alten Chrystyn
134409529,Wannwald
135458128,Gaeranger-Gräberfeld
136506712,Belbruch
137556264,Alt-Morgabythstatt
138604845,Kathtor-Gerichtshof
139653430,Waldhaus-Anwesen
140702024,Wirtshaus Zu Des Teufels Helm
141750602,Herberge Zum Weißen Schwert
142800129,Ruinen von Alt-Vannoryastatt
143848730,Bauernhof der Alten Elyzyvyra
144897317,Königsfurt-Gerichtshof
145945898,Grünheim-Gehöft
146994484,Grünschmied-Gehöft
148044021,Gasthaus Zu Knappen und Drachen
149092602,Wehrau
150141184,Aschschwing-Krypten
151189786,Moorhauspfalz
152239327,Belbronn
153288913,Aschfurt-Gräberfeld
154337505,Kupfschwing-Gehöft
155386085,Bauernhof der Alten Evelona
156435627,Rissbronngmünd
157484219,Schrein von Ephen
158532815,Urigtreu-Anwesen
159582373,Taverne Zu Luchs und Drachen
160630961,Grünli-Gehöft
161679540,Grünfelden-Anwesen
162729092,Urigschwing-Plantage
163777697,Aldmüh
164826278,Tanntorend
165875809,Bockentreu-Grabstätten
166924403,Wannau
167972989,Gutshof Herdheim
169022534,Kupffeld-Anwesen
170072113,Stockfurtend
171120697,Tiefmüh
172169279,Wehrbergengmünd
173217857,Dibellas Weinender Erlöser
174266438,Grabstätten von Herdhart
175315019,Risskesterfels
176363605,Urigschwing-Obstgarten
177412192,Urigtreu-Schuppen
178462721,Herdfurtstatt
179511307,Aschheim-Anwesen
180559895,Dibellas Seliger Baum
181608481,Uriglist-Gehöft
182658019,Wirtshaus Zum Tänzelnden Gnom
183706597,Kernfort
184755180,Taverne Zum Silbernen Stachelschwein
185803759,Grünfeld-Anwesen
186852346,Aldingbergen
187900925,Gasthaus Zu Ratte und Barbaren
188949509,Wilderthal
189999079,Kupfangerhall
191047666,Aschfeld-Anwesen
192096249,Gutshof Aschschwing
193145802,Moorschmied-Gehöft
194194387,Moorstein-Schuppen
195242982,Schrein von Dugrod
196292506,Westburg
197341089,Herberge Zum Wilden Hirsch
198389667,Taverne Zum Tänzelnden Gauner
199438250,Urigtreu-Hütte
200486849,Ostheimberg
201535428,Kastelbronnheide
202585017,Sekadred
203633596,Urigtreu-Gräberfeld
204683105,Dunynak-Ausgrabung
205731682,Tamarilyner Hexenzirkel
206780263,Gemeinschaft der Elyzona
207828842,Lysandus' Grab
208877459,Weißtürmgarten
209926989,Falktreu-Gerichtshof
210975581,Ruinen des Turms von Urigheim
212024159,Waldstein-Anwesen
213072779,Krummdorfgmünd
214122324,Kupfheimhall
215171867,Bauernhof der Alten Elyssa
216220446,Tannborn
217269033,Wehrfort
218319629,Bauernhof der Alten Vannyvyra
219368208,Meisterschwing-Plantage
220417751,Kastelbruch
88705,Ruinen von Alt-Elyzoldas Schuppen
1140283,Schrein von Jephre
2188861,Turm von Aschheim
3237442,Herdfurts Feste
4288014,Kynareths Sanfter Seher
5337586,Kupfharthall
6387167,Falkstein-Gerichtshof
7435746,Königsheimturm
8486321,Gaerlist-Blockhütte
9534903,Gaerschwing-Gehöft
10584470,Festung von Herdfeld
11633062,Taverne Zu Löwen und Schlund
12682613,Tiefwerk
13731196,Taverne Zu Zwerg und Barbaren
14779787,Bockenfeld-Gehöft
15829331,Breitkamm
16877911,Monument des Weisen
17926503,Grünfeld-Gräberfeld
18976065,Schloss Moorschwing
20024650,Quellfurt
21073229,Pannfort
22121811,Riesbrüggemoor
23170397,Reliquiar von Sai
24218975,Falkhaus-Gehöft
25268518,Königsschmied-Gehöft
26317099,Ruinen des Alte-Elayne-Bauernhofs
27365688,Grünfeld-Plantage
28414282,Gaerli-Gehöft
29463830,Aschschmied-Plantage
30512422,Gaerlist-Schuppen
31561003,Meisterschwing-Gehöft
32610552,Gasthaus Zu Knappen und Wache
33659136,Alcaireer Hexenzirkel
34707722,Schloss Kupffelden
35757283,Kupfliststatt
36805861,Kupfschwinghall
37854452,Langleigend
38904008,Kynareths Ewiges Licht
39952595,Herberge Zu Der Königin Hund
41002158,Grimmmarkt
42050743,Urighaus-Plantage
43099329,Schuppen der Alten Morgona
44148878,Amboss von Ebenarm
45197465,Schenke Zur Lachenden Fee
46246051,Schlafplatz Hezirrog
47294642,Uriganger-Gehöft
48344190,Meisterheim-Gehöft
49392771,Yromanger-Hütte
50442357,Arkenbürg
51490939,Ruinen der Bockenfeldenpfalz
52539519,Möhrpfad
53588098,Ruinen von Kupfhaus' Wacht
54636679,Gaerschmied-Gehöft
55685258,Festung von Waldtreu
56734800,Stockwald
57783405,Fürst Stadezons Hügelgrab
58832959,Wirtshaus Zu Fledermaus und Schwert
59881539,Alcaire
60930118,Schenke Zu Löwen und Dolch
61978700,Meisteranger-Friedhof
63027278,Ruinen von Aschheimhall
64076858,Riesborn
65125438,Bauernhof der Alten Morgolda
66174993,Gutshof Gaerstein
67223579,Jhim Seis Schrein
68272172,Ruinen des GutshofsFalkhart
69321718,Kynareths Fröhliche Wiedergeburt
70370313,Wannbruch-Münster
71418891,Dunywyr-Laboratorium
72468458,Rodistair-Steinbruch
73518031,Wirtshaus Zu Der Königin Goblin
74566617,Gräber von Bockenli
75616176,Zitadelle von Grünheim
76664762,Gromdon-Horst
77713343,Gutshof Meisterfelden
78762907,Gutshof Falkfeld
79812492,Neuwald
80861071,Kynareths Innerer Seher
81909651,Ruinen der Yromschwingpfalz
82960197,Grünstein-Anwesen
84008787,Waldschwing-Plantage
85057367,Schrein von Dugrod
86105949,Yromheim-Gehöft
87154528,Ruinen des Meisterfelden-Anwesens
88203107,Ruinen der Uriganger-Blockhütte
89252650,Grünschwinghall
90301240,Krummmarkt
91350823,Bockenstein-Gehöft
92399406,Wirtshaus Zum Glücklichen Riesen
93448003,Westgrat
94497543,Herdli-Gerichtshof
95546129,Feste von Bockenschmied
96594713,Kynareths Blutender Seher
97643309,Gutshof Grünstein
98691887,Falkhart-Gehöft
99741445,Wirtshaus Zum Schwarzen Gauner
100790032,Gutshof Meisterhaus
101839583,Yromfeld-Anwesen
102888168,Alte Carolabyth-Hütte
103936758,Rittersleck
104986309,Kynareths Stilles Omen
106034901,Laboratorium des Edwywyr
107083490,Waldhaus-Anwesen
108133035,Grimmheim
109181620,Festung von Aschli
110230210,Gaerangerpfalz
111278788,Kynareths Furchtsame Seele
112327368,Wirtshaus Zum Lachenden Humpen
113375955,Vermphang-Stallungen
114425498,Falkfelden-Blockhütte
115474109,Falklist-Blockhütte
116523665,Königsfurthall
117572251,Gothau
118621799,Gaeranger-Gräberfeld
119670378,Wirtshaus Zum Roten Hirsch
120718990,Bockenfelden-Gehöft
121767574,Gothleig
122817093,Moorli-Gehöft
123865675,Kupfheim-Gehöft
124914262,Kathborn
125962845,Bockenstein-Gerichtshof
127011424,Schloss Urigfeld
128060013,Kynareths Heiliges Omen
129108593,Gaerlistpfalz
130157180,Schuppen der Alten Vannyrrya
131206711,Laboratorium des Mordyval
132255291,Ruinen des Moorfelden-Anwesens
133303884,Kynareths Feurige Seele
134352471,Weißtal
135401064,Gutshof Aschschmied
136449644,Aschsteinhall
137499169,Burg von Aschfeld
138547749,Ruinen des Moorfurt-Anwesens
139596343,Bockenhart-Plantage
140644922,Ruinen von Alt-Chrystoryastatt
141693508,Lemgrat
142742090,Uriganger-Obstgarten
143790669,Tonnpfad
144840233,Quellweg
145889814,Zitadelle von Moorstein
146938407,Schuppen der Alten Vyctayne
147986986,Kynareths Stetes Licht
149036537,Gaerhart-Anwesen
150085124,Burg von Falkfelden
151133706,Gasthaus Zum Kreischenden Schwert
152183290,Kirchkraten
153231868,Meisterstein-Gehöft
154281430,Turm von Kupflist
155330008,Wehrtor
156378590,Schwarzbergen
157428164,Königstreustatt
158476744,Grünheimhall
159525324,Herberge Zum Weißen Barbaren
160574903,Gutshof Meisterhart
161623483,Burg von Königsstein
162674061,Schuppen der Alten Vyctyrrya
163724637,Zitadelle von Falkfeld
164775214,Grüntreu-Friedhof
165826796,Herberge Zur Lachenden Katze
39658,Herberge Zu Des Königs Bisam
1089243,Dibellas Klagender Märtyrer
2139821,Ruinen von Aschfeldhall
3190391,Ruinen von Alt-Moorhartstatt
4238974,Yromhart-Friedhof
5289547,Grüntreu-Turm
6338128,Rissbrügge
7387695,Mittdorf
8437279,Oxenhaupt
9485858,Dibellas Stete Seele
10535422,Hohlhopen
11584003,Hohlwichen
12635571,Schenke Zum Weißen Riesen
13686147,Grolhoth
14734731,Schenke Zu Ratte und Hirsch
15784301,Dibellas Klagende Seele
16832885,Alte Elyzausa-Hütte
17882457,Moorfurt-Gehöft
18933042,Lemmuld
19982600,Alte Vannyrrya-Hütte
21031183,Vojrilas-Netz
22080768,Ritterswid
23129372,Dibellas Gesegnete Dämmerung
24177952,Aschstein-Obstgarten
25227488,Dibellas Stiller Prophet
26277057,Weißanger
27325676,Grünangerhall
28374255,Weißwerk
29423789,Moorschwing-Plantage
30472399,Dibellas Gesegnetes Omen
31522945,Aschhaus-Krypten
32573521,Grimmfelden
33622100,Gutshof Waldschwing
34670697,Schrein von Jephre
35719283,Bockenli-Anwesen
36770828,Sengheim
37819410,Schloss Königsfeld
38868003,Herberge Zu Des Königs Skorpion
39916596,Kupflist-Turm
40966136,Aschanger-Gehöft
42014721,Aschsteinpfalz
43064282,Herberge Zu Schwein und Goblin
44112888,Gutshof Kupfheim
45161468,Schlupfwinkel des Balthenon
46211002,Waldfeld-Friedhof
47259582,Yromhaus-Anwesen
48308184,Belgrat
49356770,Taverne Zum Schwarzen Hirsch
50407321,Königshaushall
51455900,Grünschwing-Gehöft
52505470,Herdfeldens Wacht
53554059,Königshart-Gehöft
54602643,Gasthaus Zum Dürstenden Priester
55651228,Dibellas Weinendes Licht
56700807,Aschhartpfalz
57749390,Burkweg
58798921,Herberge Zu Maulwurf und Dolch
59847507,Dibellas Weinender Erlöser
60897107,Aschschwingstatt
61946658,Wirtshaus Zur Roten Grube
62995246,Kirchbergen-Gerichtshof
64044794,Aschhart-Plantage
65093380,Aschli-Gehöft
66141972,Grimmbruch
67190559,Urigschwing-Obstgarten
68239154,Aschschwing-Gräberfeld
69288702,Waldangerpfalz
70338253,Urigschwing-Gehöft
71386836,Koegrien
72435414,Falkli-Gerichtshof
73484024,Waldfelden-Gehöft
74533559,Alte Lysyn-Hütte
75582159,Wannburggarten
76630739,Herberge Zu Ratte und Dolch
77679322,Herdschmied-Friedhof
78728870,Hohlbrunn
79778449,Bockenfurt-Anwesen
80827066,Bauernhof der Alten Lysyna
81876591,Moorfelden-Anwesen
82925192,Langbrügge
83973771,Schrein von Bandi
85023352,Waldfeld-Gehöft
86071939,Yromheim-Gerichtshof
87122472,Krummpfad
88173056,Hexenzirkel der Elyzona
89221635,Königslist-Gräberfeld
90270234,Taverne Zum Glücklosen Skorpion
91319775,Gutshof Kupfschwing
92368354,Grüntreu-Gehöft
93416934,Grünschmied-Schuppen
94465531,Taverne Zu Luchs und Wolf
95514109,Monument des Weisen
96563680,Moorhaus-Gehöft
97612266,Schrein von Jode
98661837,Aldkester
99710424,Aldwies
100760979,Grünli-Plantage
101810565,Herberge Zum Roten Priester
102859143,Bockenschmied-Blockhütte
103908706,Sahilorgonivah-Grotte
104958267,Aschhaus-Gehöft
106006849,Ostbet
107056408,Schenke Zum Tänzelnden Drachen
108104997,Galgtreu
109153579,Yromhaus' Wacht
110202163,Pannbergen
111253719,Bockenanger-Gehöft
112302298,Wirtshaus Zu Luchs und Barbaren
113350878,Dibellas Klagender Stern
114399464,Krummtürm
115450023,Elausa-Kultstätte
116498619,Aschfurt-Gehöft
117548182,Grimmfurt
118597750,Yromli-Plantage
119646336,Yromlist-Schuppen
120697907,Meisterschmied-Schuppen
121748481,Quellbet
122797074,Wirtshaus Zum Schwarzen Schwert
123847632,Helker
124898210,Bauernhof der Alten Ysyrrya
125946790,Herdfeldpfalz
126996372,Gasthaus Zum Grünen Bisam
128046945,Steingrab des Morulam
129097518,Schenke Zu Biber und Murmeltier
130146110,Hohltreu
131195677,Verlies des Gondard
132245248,Kupfanger-Anwesen
133294827,Demuagexia-Senke
87641,Lemgrathall
1136219,Westkester
2184799,Ruinen des Bockenfeld-Obstgartens
3233377,Sengwies
4282925,Grabstätten von Herdstein
5331513,Steinbruch des Gondistair
6381081,Schrein von Jode
7429677,Gasthaus Zu Fledermaus und Jägersmann
8479247,Meisterheimpfalz
9527834,Ruinen des GutshofsMoorfelden
10577382,Yromhaus-Blockhütte
11625967,Herdheim-Gewölbe
12675530,Langbet
13724108,Kupfschmied-Gräberfeld
14772693,Krypta des Verimus
15821281,Schrein von Q'Olwen
16870831,Galganger
17919431,Moorfelden-Anwesen
18968016,Galgwerk
20017544,Stendarrs Gesegnete Wiedergeburt
21066143,Hohlgrat-Münster
22114723,Ruinen der Yromanger-Blockhütte
23163301,Moorlist-Anwesen
24212882,Singgrat
25262434,Marquis Magnenus' Steingrab
26311032,Königshaus-Gerichtshof
27359612,Grünfurt-Gehöft
28409150,Wirtshaus Zum Rastloen Stachelschwein
29457743,Falklist-Gräberfeld
30506359,Festung von Grüntreu
31555875,Grolraphang
32604467,Meistertreu-Anwesen
33653056,Burkmuld
34701636,Mooranger-Gehöft
35750229,Moorfeldstatt
36798809,Stendarrs Selige Seele
37848333,Weißburg
38896943,Waldfelden-Grabanlage
39945522,Falkschwing-Gehöft
40995074,Ostangerfels
42043678,Gutshof Aschfelden
43093219,Alt-Elyzabythstatt
44141808,Gasthaus Zu Fuchs und Kitz
45191376,Neumor-Senke
46239963,Neutal
47288549,Wirtshaus Zum Roten Helm
48337133,Gutshof Moorhart
49385725,Königstreuhall
50435295,Falkschwings Feste
51484810,Urigtreupfalz
52533402,Meisterschmiedhall
53581980,Moorlist-Gehöft
54630592,Kerntürm
55679173,Kernfelden
56727755,Ruinen des Alte-Vannyrrya-Bauernhofs
57777264,Aschfelden-Gehöft
58825855,Urighaus-Gehöft
59874456,Bauernhof der Alten Belladona
60923036,Schenke Zum Silbernen Helm
61971614,Moorlistatt
63021153,Elyzabyth-Tradition
64069732,Herberge Zum Glücklosen Stachelschwein
65118317,Yromli-Gräberfeld
66166896,Falkhaus-Gehöft
67215475,Waldfurt-Obstgarten
68264055,Quellkesterfels
69312637,Wannanger
70361229,Aschheim-Friedhof
71410751,Waldfelden-Gehöft
72459329,Krypten von Grünschwing
73507911,Tiefheide
74556538,Herdfeldhall
75606053,Königsfeld-Gehöft
76654646,Schuppen der Alten Belladabyth
77703225,Falklistpfalz
78751815,Westfort
79800399,Kirchheide
80848986,Falkschwing-Ruinen
81898534,Schwarzwichenheide
82947149,Grabstätten von Urighaus
83995730,Grumlath
85045229,Stendarrs Furchtsame Wiedergeburt
86093819,Moorschwing-Gehöft
87142429,Kathweg
88191027,Burkmuldmoor
89240526,Kernbronn
90289118,Gutshof Kupftreu
91337701,Lysyna-Kabale
92386301,Disponiva-Loch
93434887,Yromfurt-Friedhof
94483471,Gaerfurt-Plantage
95532061,Meistertreu-Gehöft
96581550,Schuppen der Alten Barbyna
97630185,Uriganger-Gehöft
98678777,Gutshof Urighaus
99727372,Stockbronn
100776865,Rissanger
101825456,Lemmüh
102874077,Pannmarkt
103922661,Quellbrügge
104971246,Herberge Zum Dürstenden Schädel
106019825,Strenners Zuflucht
107069344,Bauernhof der Alten Vyctyn
108118886,Kathkester
109167477,Taverne Zu Fuchs und Schädel
110216061,Gutshof Meisterhart
111264641,Ruinen von Herdschwings Wacht
112313254,Stendarrs Inneres Licht
113362783,Weißleck
114412333,Herdfurt-Turm
115460942,Aschschmiedturm
116509537,Jhim Seis Schrein
117558116,Alt-Vannynastatt
118607641,Falklist-Anwesen
119656225,Mitthopen
120704813,Bhoriane
121753395,Mittwall
122801987,Tonnmuld
123850577,Bockenlist-Anwesen
124900095,Ruinen des Urigangerturms
125948685,Ruinen des Grünschmied-Anwesens
126997265,Gräber von Meisterschwing
128045847,Riesleig
129095393,Kathau
130144023,Meisterschmied-Gerichtshof
131192601,Moorstein-Gehöft
132241183,Moorfelden-Grabanlage
133290702,Moorhaus-Obstgarten
134339282,Stendarrs Singendes Licht
135387881,Kupfheim-Gehöft
136436484,Wirtshaus Zur Heulenden Ziege
137486004,Herdlist-Blockhütte
138534602,Herdhaus-Anwesen
139583209,Königsfurthall
140632741,Gasthaus Zur Kreischenden Katze
141681355,Kupfli-Anwesen
142730887,Herberge Zum Fliegenden Riesen
143779471,Gothgratheide
144828058,Schloss Bedistair
145876656,Wehrfurt
146925239,Gasthaus Zu Luchs und Priester
147974769,Turm von Waldstein
149024343,Herberge Zum Toten Gauner
150072936,Bockenschwinghall
151121514,Herberge Zu Des Teufels Priester
152170110,Ruinen der Aschli-Blockhütte
153219660,Waldheim-Anwesen
154268245,Rittersthal
155317797,Burg von Moorfelden
156366377,Mordane-Minen
157414960,Königsanger-Gehöft
158463562,Hochmüh-Gerichtshof
159513114,Ruinen des GutshofsWaldli
160561708,Stendarrs Endloser Märtyrer
161611257,Ruinen der Kupfanger-Blockhütte
162660846,Neubürg
163709425,Gaerhaus-Gerichtshof
164758009,Hohlwald
165806593,Bauernhof der Alten Elyna
166855171,Neupfad
167903751,Schuppen der Alten Ysayne
168952330,Krypten von Waldfurt
170001864,Herberge Zu Maulwurf und Murmeltier
171050447,Stendarrs Fröhlicher Baum
172099027,Moorheim-Gehöft
173147613,Aldingmarkt
174198169,Grabstätte des Veromaus
175246749,Stendarrs Feuriger Altar
176295339,Krummmor
177343927,Langdorf
178392507,Weißmor
179441085,Falkschmied-Gehöft
180490639,Dyranger
